% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
1.25	1.5	4	19	4	3	152	133108	153	133221	0.003	0	0.003	0.003	870.725	330.852	113	1143	
1.25	1.5	4	20	3	3	150	133380	149	133201	0.003	0	0.003	0.003	893.966	274.411	173	1239	
1.5	1.75	1	1	5	3	15	16140	17	17532	0.003	0	0.003	0.003	1031.29	382.046	201	1431	
1.5	1.75	1	2	2	3	15	15625	16	17056	0.003	0	0.003	0.003	1066	342.744	201	1431	
1.5	1.75	1	3	4	3	16	16002	17	17385	0.003	0	0.003	0.003	1022.65	358.336	277	1383	
1.5	1.75	1	4	1	3	15	16401	16	17640	0.003	0	0.003	0.003	1102.5	305.416	373	1335	
1.5	1.75	1	5	3	3	15	15459	16	16298	0.003	0	0.003	0.003	1018.63	312.075	277	1383	
1.5	1.75	2	6	4	3	18	15935	19	17126	0.003	0	0.003	0.003	901.368	427.764	84	1335	
1.5	1.75	2	7	5	3	16	16038	18	17410	0.003	0	0.003	0.003	967.222	370.471	113	1287	
1.5	1.75	2	8	2	3	14	16302	15	17141	0.003	0	0.003	0.003	1142.73	176.159	839	1383	
1.5	1.75	2	9	1	3	16	16553	17	17648	0.00341176	0.00169775	0.003	0.01	1038.12	362.223	52	1383	
1.5	1.75	2	10	3	3	15	15949	16	17332	0.003	0	0.003	0.003	1083.25	236.401	549	1383	
1.5	1.75	3	11	1	3	15	15760	16	16999	0.003	0	0.003	0.003	1062.44	364.903	121	1335	
1.5	1.75	3	12	3	3	13	15201	14	16296	0.003	0	0.003	0.003	1164	188.338	839	1383	
1.5	1.75	3	13	4	3	15	15470	16	16565	0.003	0	0.003	0.003	1035.31	372.068	62	1383	
1.5	1.75	3	14	2	3	16	15595	18	17239	0.003	0	0.003	0.003	957.722	291.586	549	1383	
1.5	1.75	3	15	5	3	17	15523	18	16714	0.003	0	0.003	0.003	928.556	428.42	145	1335	
1.5	1.75	4	16	2	3	17	15762	18	16857	0.003	0	0.003	0.003	936.5	279.357	102	1095	
1.5	1.75	4	17	1	3	16	14052	17	14891	0.003	0	0.003	0.003	875.941	320.697	15	1095	
1.5	1.75	4	18	5	3	16	15096	17	16191	0.003	0	0.003	0.003	952.412	288.021	167	1095	
1.5	1.75	4	19	4	3	18	15213	19	16244	0.003	0	0.003	0.003	854.947	367.711	113	1143	
1.5	1.75	4	20	3	3	16	15270	18	16480	0.003	0	0.003	0.003	915.556	247.207	349	1239	
